 При чем здесь кальсоны,23
" растерянно оглядываясь, спросил Иван",37
 Главным образом Понтий Пилат,29
Но и кальсоны также,19
Ведь казенное же белье мы с вас снимем и выдадим вам ваше одеяние,65
А доставлены вы были к нам в кальсонах,38
"А между тем на квартиру к себе вы заехать отнюдь не собирались, хоть я и намекнул вам на это",92
Далее последует ,16
.,1
И дело готово,13
Тут что-то странное случилось с Иваном Николаевичем,51
"Его воля как будто раскололась, и он почувствовал, что слаб, что нуждается в совете",83
 Так что же делать,18
 спросил он на этот раз уже робко,33
 Ну вот и славно,16
" отозвался Стравинский,  это резоннейший вопрос",47
"Теперь я скажу вам, что, собственно, с вами произошло",53
Вчера кто-то вас сильно напугал и расстроил рассказом про Понтия Пилата и прочими вещами,88
"И вот вы, разнервничавшийся, издерганный человек, пошли по городу, рассказывая про Понтия Пилата",96
"Совершенно естественно, что вас принимают за сумасшедшего",57
Ваше спасение сейчас только в одном  в полном покое,51
И вам непременно нужно остаться здесь,37
 Но его необходимо поймать,26
 уже моляще воскликнул Иван,27
" Хорошо-с, но самому-то зачем же бегать",39
Изложите на бумаге все ваши подозрения и обвинения против этого человека,72
"Ничего нет проще, как переслать ваше заявление куда следует, и если, как вы полагаете, мы имеем дело с преступником, все это выяснится очень скоро",146
Но только одно условие: не напрягайте головы и старайтесь поменьше думать о Понтии Пилате,89
Мало ли чего можно рассказать,29
Не всему надо верить,20
 Понял,6
" решительно заявил Иван,  прошу выдать мне бумагу и перо",56
" Выдайте бумагу и коротенький карандаш,  приказал Стравинский толстой женщине, а Ивану сказал так:  Но сегодня советую не писать",128
" Нет, нет, сегодня же, непременно сегодня,  встревоженно вскричал Иван",70
 Ну хорошо,10
Только не напрягайте мозг,25
"Не выйдет сегодня, выйдет завтра",32
 Он уйдет,9
" О нет,  уверенно возразил Стравинский,  он никуда не уйдет, ручаюсь вам",72
"И помните, что здесь у нас вам всемерно помогут, а без этого у вас ничего не выйдет",83
Вы меня слышите,15
 вдруг многозначительно спросил Стравинский и завладел обеими руками Ивана Николаевича,86
"Взяв их в свои, он долго, в упор глядя в глаза Ивану, повторял:  Вам здесь ",75
.,1
Вы слышите ,11
.,1
Вам здесь ,10
.,1
вам здесь ,10
.,1
Вы получите облегчение,22
"Здесь тихо, все спокойно",24
Вам здесь ,10
.,1
"Иван Николаевич неожиданно зевнул, выражение лица его смягчилось",64
" Да, да,  тихо сказал он",24
 Ну вот и славно,16
" по своему обыкновению заключил беседу Стравинский и поднялся,  до свиданья",75
" он пожал руку Ивану и, уже выходя, повернулся к тому, что был с бородкой, и сказал:  Да, а кислород ",101
.,1
и ванны,7
"Через несколько мгновений перед Иваном не было ни Стравинского, ни свиты",72
"За сеткой в окне, в полуденном солнце, красовался радостный и весенний бор на другом берегу реки, а поближе сверкала река",121
"Глава 9Коровьевские штукиНиканор Иванович Босой, председатель жилищного товарищества дома N 302-бис по садовой улице в Москве, где проживал покойный Берлиоз, находился в страшнейших хлопотах, начиная с предыдущей ночи со среды на четверг",237
"В полночь, как мы уже знаем, приехала в дом комиссия, в которой участвовал Желдыбин, вызывала Никанора Ивановича, сообщила ему о гибели Берлиоза и вместе с ним отправилась в квартиру N 50",187
Там было произведено опечатание рукописей и вещей покойного,59
"Ни Груни, приходящей домработницы, ни легкомысленного Степана Богдановича в это время в квартире не было",104
"Комиссия объявила Никанору Ивановичу, что рукописи покойного ею будут взяты для разборки, что жилплощадь покойного, то есть три комнаты (бывшие ювелиршины кабинет, гостиная и столовая), переходят в распоряжение жилтоварищества, а вещи покойного подлежат хранению на указанной жилплощади, впредь до объявления наследников",320
"Весть о гибели Берлиоза распространилась по всему дому с какою-то сверхъестественной быстротою, и с семи часов утра четверга к Босому начали звонить по телефону, а затем и лично являться с заявлениями, в которых содержались претензии на жилплощадь покойного",257
И в течение двух часов Никанор Иванович принял таких заявлений тридцать две штуки,81
"В них заключались мольбы, угрозы, кляузы, доносы, обещания произвести ремонт на свой счет, указания на несносную тесноту и невозможность жить в одной квартире с бандитами",170
"В числе прочего было потрясающее по своей художественной силе описание похищения пельменей, уложенных непосредственно в карман пиджака, в квартире N 31, два обещания покончить жизнь самоубийством и одно признание в тайной беременности",234
"Никанора Ивановича вызывали в переднюю его квартиры, брали за рукав, что-то шептали, подмигивали и обещали не остаться в долгу",126
"Мука эта продолжалась до начала первого часа дня, когда Никанор Иванович просто сбежал из своей квартиры в помещение управления у ворот, но когда увидел он, что и там его подкарауливают, убежал и оттуда",202
"Кое-как отбившись от тех, что следовали за ним по пятам через асфальтовый двор, Никанор Иванович скрылся в шестом подъезде и поднялся на пятый этаж, где и находилась эта поганая квартира N 50",191
"Отдышавшись на площадке, тучный Никанор Иванович позвонил, но ему никто не открыл",81
Он позвонил еще раз и еще раз и начал ворчать и тихонько ругаться,65
Но и тогда не открыли,21
"Терпение Никанора Ивановича лопнуло, и он, достав из кармана связку дубликатов ключей, принадлежащих домоуправлению, властной рукою открыл дверь и вошел",152
" Эй, домработница",17
 прокричал Никанор Иванович в полутемной передней,49
 Как тебя,9
"Груня, что ли",13
Тебя нету,9
Никто не отозвался,18
"Тогда Никанор Иванович освободил дверь кабинета от печати, вынул из портфеля складной метр и шагнул в кабинет",109
"Шагнуть-то он шагнул, но остановился в изумлении в дверях и даже вздрогнул",74
"За столом покойного сидел неизвестный, тощий и длинный гражданин в клетчатом пиджачке, в жокейской шапочке и в ",111
.,1
"ну, словом, тот самый",21
" Вы кто такой будете, гражданин",31
 испуганно спросил Никанор Иванович,35
 Ба,3
"Никанор Иванович,  заорал дребезжащим тенором неожиданный гражданин и, вскочив, приветствовал председателя насильственным и внезапным рукопожатием",146
Приветствие это ничуть не обрадовало Никанора Ивановича,55
" Я извиняюсь,  заговорил он подозрительно,  вы кто такой будете",63
Вы  лицо официальное,20
" Эх, Никанор Иванович",21
 задушевно воскликнул неизвестный,33
 Что такое официальное лицо или неофициальное,45
"Все это зависит от того, с какой точки зрения смотреть на предмет, все это, Никанор Иванович, условно и зыбко",109
"Сегодня я неофициальное лицо, а завтра, глядишь, официальное",60
"А бывает и наоборот, Никанор Иванович",37
И еще как бывает,16
Рассуждение это ни в какой степени не удовлетворило председателя домоуправления,79
"Будучи по природе вообще подозрительным человеком, он заключил, что разглагольствующий перед ним гражданин  лицо именно неофициальное, а пожалуй, и праздное",156
 Да вы кто такой будете,23
Как ваша фамилия,16
 все суровее стал спрашивать председатель и даже стал наступать на неизвестного,79
" Фамилия моя,  ничуть не смущаясь суровостью, отозвался гражданин,  ну, скажем, Коровьев",88
"Да не хотите ли закусить, Никанор Иванович",42
Без церемоний,13
А,1
" Я извиняюсь,  уже негодуя, заговорил Никанор Иванович,  какие тут закуски",74
"(Нужно признаться, хоть это и неприятно, что Никанор Иванович был по натуре несколько грубоват)",95
 На половине покойника сидеть не разрешается,44
Вы что здесь делаете,20
" Да вы присаживайтесь, Никанор Иванович,  нисколько не теряясь, орал гражданин и начал юлить, предлагая председателю кресло",123
"Совершенно освирепев, Никанор Иванович отверг кресло и завопил: Да кто вы такой",79
" Я, изволите ли видеть, состою переводчиком при особе иностранца, имеющего резиденцию в этой квартире,  отрекомендовался назвавший себя Коровьевым и щелкнул каблуком рыжего нечищенного ботинка",192
Никанор Иванович открыл рот,27
"Наличность какого-то иностранца, да еще с переводчиком, в этой квартире явилась для него совершеннейшим сюрпризом, и он потребовал объяснений",141
Переводчик охотно объяснился,28
"Иностранный артист господин Воланд был любезно приглашен директором Варьете Степаном Богдановичем Лиходеевым провести время своих гастролей, примерно недельку, у него в квартире, о чем он еще вчера написал Никанору Ивановичу, с просьбой прописать иностранца временно, покуда сам Лиходеев съездит в Ялту",302
" Ничего он мне не писал,  в изумлении сказал председатель",57
" А вы поройтесь у себя в портфеле, Никанор Иванович,  сладко предложил Коровьев",79
"Никанор Иванович, пожимая плечами, открыл портфель и обнаружил в нем письмо Лиходеева",85
 Как же это я про него забыл,28
" тупо глядя на вскрытый конверт, пробормотал Никанор Иванович",61
" То ли бывает, то ли бывает, Никанор Иванович",45
" затрещал Коровьев,  рассеянность, рассеянность, и переутомление, и повышенное кровяное давление, дорогой наш друг Никанор Иванович",131
Я сам рассеян до ужаса,22
"Как-нибудь за рюмкой я вам расскажу несколько фактов из моей биографии, вы обхохочетесь",87
 Когда же Лиходеев едет в ,26
,0
" Да он уже уехал, уехал",23
" закричал переводчик,  он, знаете ли, уж катит",46
Уж он черт знает где,20
" и тут переводчик замахал руками, как мельничными крыльями",58
"Никанор Иванович заявил, что ему необходимо лично повидать иностранца, но в этом получил от переводчика отказ: никак невозможно",127
Занят,5
Дрессирует кота,15
" Кота, ежели угодно, могу показать,  предложил Коровьев",55
"От этого, в свою очередь, отказался Никанор Иванович, а переводчик тут же сделал председателю неожиданное, но весьма интересное предложение",139
"Ввиду того, что господин Воланд нипочем не желает жить в гостинице, а жить он привык просторно, то вот не сдаст ли жилтоварищество на недельку, пока будут продолжаться гастроли Воланда в Москве, ему всю квартирку, то есть и комнаты покойного",241
" Ведь ему безразлично, покойнику,  шепотом сипел Коровьев,  ему теперь, сами согласитесь, Никанор Иванович, квартира эта ни к чему",130
"Никанор Иванович в некотором недоумении возразил, что, мол, иностранцам полагается жить в «Метрополе», а вовсе не на частных ",125
.,1
" Говорю вам, капризен, как черт знает что",41
" зашептал Коровьев,  ну не желает",33
Не любит он гостиниц,20
"Вот они где у меня сидят, эти интуристы",39
" интимно пожаловался Коровьев, тыча пальцем в свою жилистую шею,  верите ли, всю душу вымотали",94
,0
.,1
"и или нашпионит, как последний сукин сын, или же капризами все нервы вымотает: и то ему не так, и это не ",105
.,1
"А вашему товариществу, Никанор Иванович, полнейшая выгода и очевидный профит",76
"А за деньгами он не постоит,  Коровьев оглянулся, а затем шепнул на ухо председателю:  Миллионер",96
"В предложении переводчика заключался ясный практический смысл, предложение было очень солидное, но что-то удивительно несолидное было и в манере переводчика говорить, и в его одежде, и в этом омерзительном, никуда не годном пенсне",230
"Вследствие этого что-то неясное томило душу председателя, и все-таки он решил принять предложение",97
"Дело в том, что в жилтовариществе был, увы, преизрядный дефицит",63
"К осени надо было закупать нефть для парового отопления, а на какие шиши  неизвестно",84
"А с интуристовыми деньгами, пожалуй, можно было и вывернуться",61
"Но деловой и осторожный Никанор Иванович заявил, что ему прежде всего придется увязать этот вопрос с интуристским бюро",118
" Я понимаю,  вскричал Коровьев,  как же без увязки, обязательно",63
"Вот вам телефон, Никанор Иванович, и немедленно увязывайте",58
"А насчет денег не стесняйтесь,  шепотом добавил он, увлекая председателя в переднюю к телефону,  с кого же взять, как не с него",127
"Если б вы видели, какая у него вилла в Ницце",44
"Да будущим летом, как поедете за границу, нарочно заезжайте посмотреть  ахнете",78
"Дело с интуристским бюро уладилось по телефону с необыкновенной, поразившей председателя, быстротою",99
"Оказалось, что там уже знают о намерении господина Воланда жить в частной квартире Лиходеева и против этого ничуть не возражают",127
 Ну и чудно,11
 орал Коровьев,14
"Несколько ошеломленный его трескотней, председатель заявил, что жилтоварищество согласно сдать на неделю квартиру N 50 артисту Воланду с платой ",144
.,1
 Никанор Иванович замялся немножко и сказал: По пятьсот рублей в день,69
Тут Коровьев окончательно поразил председателя,46
"Воровски подмигнув в сторону спальни, откуда слышались мягкие прыжки тяжелого кота, он просипел: За неделю это выходит, стало быть, три с половиной тысячи",154
"Никанор Иванович подумал, что он прибавит к этому: «Ну и аппетитик же у вас, Никанор ",85
»  но Коровьев сказал совсем другое: Да разве это сумма,55
"Просите пять, он даст",21
"Растерянно ухмыльнувшись, Никанор Иванович и сам не заметил, как оказался у письменного стола, где Коровьев с величайшей быстротой и ловкостью начертал в двух экземплярах контракт",179
"После этого он слетал с ним в спальню и вернулся, причем оба экземпляра оказались уже размашисто подписанными иностранцем",121
Подписал контракт и председатель,32
Тут Коровьев попросил расписочку на ,36
.,1
" Прописью, прописью, Никанор ",29
.,1
"Тысяч рублей,  и со словами, как-то не идущими к серьезному делу:  Эйн, цвей, дрей",82
 выложил председателю пять новеньких банковских пачек,53
"Произошло подсчитывание, пересыпаемое шуточками и прибаутками Коровьева, вроде «денежка счет любит», «свой глазок  смотрок» и прочего такого же",143
"Пересчитав деньги, председатель получил от Коровьва паспорт иностранца для временной прописки, уложил его, и контракт, и деньги в портфель, и, как-то не удержавшись, стыдливо попросил ",184
.,1
 О чем разговор,15
" взревел Коровьев,  сколько вам билетиков, Никанор Иванович, двенадцать, пятнадцать",83
"Ошеломленный председатель пояснил, что контрамарок ему нужна только парочка, ему и Пелагее Антоновне, его супруге",113
Коровьев тут же выхватил блокнот и лихо выписал Никанору Ивановичу контрамарочку на две персоны в первом ряду,109
"И эту контрамарочку переводчик левой рукой ловко всучил Никанору Ивановичу, а правой вложил в другую руку председателя толстую хрустнувшую пачку",144
"Метнув на нее взгляд, Никанор Иванович густо покраснел и стал ее отпихивать от себя",83
 Этого не ,10
.,1
 бормотал он,12
" И слушать не стану,  зашипел в самое ухо его Коровьев,  у нас не полагается, а у иностранцев полагается",104
"Вы его обидите, Никанор Иванович, а это неудобно",48
Вы ,3
.,1
" Строго преследуется,  тихо-претихо прошептал председатель и оглянулся",70
 А где же свидетели,19
" шепнул в другое ухо Коровьев,  я вас спрашиваю, где они",56
Что вы,6
"И тут случилось, как утверждал впоследствии председатель, чудо: пачка сама вползла к нему в портфель",100
"А затем председатель, какой-то расслабленный и даже разбитый, оказался на лестнице",82
Вихрь мыслей бушевал у него в голове,36
"Тут вертелась и вилла в Ницце, и дрессированный кот, и мысль о том, что свидетелей действительно не было, и что Пелагея Антоновна обрадуется контрамарке",152
"Это были бессвязные мысли, но в общем приятные",46
И тем не менее где-то какая-то иголочка в самой глубине души покалывала председателя,84
Это была иголочка беспокойства,30
"Кроме того, тут же на лестнице председателя, как удар, хватила мысль: «А как же попал в кабинет переводчик, если на дверях была ",128
,0
"И как он, Никанор Иванович, об этом не ",39
"» Некоторое время председатель, как баран, смотрел на ступеньки лестницы, но потом решил плюнуть на это и не мучить себя замысловатым вопросом",142
"Лишь только председатель покинул квартиру, из спальни донесся низкий голос: Мне этот Никанор Иванович не понравился",115
Он выжига и плут,16
"Нельзя ли сделать так, чтобы он больше не приходил",50
" Мессир, вам стоит это ",23
.,1
" отозвался откуда-то Коровьев, но не дребезжащим, а очень чистым и звучным голосом",82
"И сейчас же проклятый переводчик оказался в передней, навертел там номер и начал почему-то очень плаксиво говорить в трубку: Алло",129
"Считаю долгом сообщить, что наш председатель жилтоварищества дома номер триста два-бис по Садовой, Никанор Иванович Босой, спекулирует валютой",142
"В данный момент в его квартире номер тридцать пять в вентиляции, в уборной, в газетной бумаге четыреста долларов",112
Говорит жилец означенного дома из квартиры номер одиннадцать Тимофей Квасцов,76
Но заклинаю держать в тайне мое имя,35
Опасаюсь мести вышеизложенного председателя,43
"И повесил трубку, подлец",24
"Что дальше происходило в квартире N 50, неизвестно, но известно, что происходило у Никанора Ивановича",101
"Запершись у себя в уборной на крючок, он вытащил из портфеля пачку, навязанную переводчиком, и убедился в том, что в ней четыреста рублей",137
Эту пачку Никанор Иванович завернул в обрывок газеты и засунул в вентиляционный ход,83
Через пять минут председатель сидел за столом в своей маленькой столовой,72
"Супруга его принесла из кухни аккуратно нарезанную селедочку, густо посыпанную зеленым луком",92
"Никанор Иванович налил лафитничек, выпил, налил второй, выпил, подхватил на вилку три куска ",92
.,1
"и в это время позвонили, а Пелагея Антоновна внесла дымящуюся кастрюлю, при одном взгляде на которую сразу можно было догадаться, что в ней, в гуще огненного борща, находится то, чего вкуснее нет в мире,  мозговая кость",219
"Проглотив слюну, Никанор Иванович заворчал, как пес: А чтоб вам провалиться",75
Поесть не дадут,15
"Не пускай никого, меня нету, нету",33
"Насчет квартиры скажи, чтобы перестали трепаться",48
Через неделю будет ,19
.,1
"Супруга побежала в переднюю, а Никанор Иванович разливательной ложкой поволок из огнедышащего озера  ее, кость, треснувшую вдоль",128
"И в эту минуту в столовую вошли двое граждан, а с ними почему-то очень бледная Пелагея Антоновна",96
При взгляде на граждан побелел и Никанор Иванович и поднялся,60
 Где сортир,11
" озабоченно спросил первый, который был в белой косоворотке",59
На обеденном столе что-то стукнуло (это Никанор Иванович уронил ложку на клеенку),81
" Здесь, здесь,  скороговоркой ответила Пелагея Антоновна",56
И пришедшие немедленно устремились в коридор,44
 А в чем дело,13
" тихо спросил Никанор Иванович, следуя за пришедшими,  у нас ничего такого в квартире не может ",95
.,1
А у вас ,8
.,1
я ,2
.,1
"Первый на ходу показал Никанору Ивановичу документик, а второй в эту же минуту оказался стоящим на табуретке в уборной, с рукою, засунутой в вентиляционный ход",159
"В глазах у Никанора Ивановича потемнело, газету сняли, но в пачке оказались не рубли, а неизвестные деньги, не то синие, не то зеленые, и с изображением какого-то старика",170
"Впрочем, все это Никанор Иванович разглядел неясно, перед глазами у него плавали какие-то пятна",95
" Доллары в вентиляции,  задумчиво сказал первый и спросил Никанора Ивановича мягко и вежливо:  Ваш пакетик",106
 Нет,4
" ответил Никанор Иванович страшным голосом,  подбросили враги",61
" Это бывает,  согласился тот, первый, и опять-таки мягко добавил:  Ну что же, надо остальные сдавать",100
 Нету у меня,12
"Нету, богом клянусь, никогда в руках не держал",46
 отчаянно вскричал председатель,31
"Он кинулся к комоду, с грохотом вытащил ящик, а из него портфель, бессвязно при этом выкрикивая: Вот ",101
.,1
переводчик-гад ,15
.,1
,0
.,1
в пенсне,8
"Он открыл портфель, глянул в него, сунул в него руку, посинел лицом и уронил портфель в борщ",92
"В портфеле ничего не было: ни Степиного письма, ни контракта, ни иностранцева паспорта, ни денег, ни контрамарки",112
"Словом, ничего, кроме складного метра",37
 Товариши,9
" неистово закричал председатель,  держите их",44
У нас в доме нечистая сила,26
"И тут же неизвестно что померещилось Пелагее Антоновне, но только она, всплеснув руками, вскричала: Покайся, Иваныч",115
Тебе скидка выйдет,18
"С глазами, налитыми кровью, Никанор Иванович занес кулаки над головой жены, хрипя: У, дура проклятая",100
"Тут он ослабел и опустился на стул, очевидно, решив покориться неизбежному",74
"В это время Тимофей Кондратьевич Квасцов на площадке лестницы припадал к замочной скважине в дверях квартиры председателя то ухом, то глазом, изнывая от любопытства",164
"Через пять минут жильцы дома, находившиеся во дворе, видели, как председатель в сопровождении еще двух лиц проследовал прямо к воротам дома",139
"Рассказывали, что на Никаноре Ивановиче лица не было, что он пошатывался, проходя, как пьяный, и что-то бормотал",112
"А еще через час неизвестный гражданин явился в квартиру номер одиннадцать, как раз в то время, когда Тимофей Кондратьевич рассказывал другим жильцам, захлебываясь от удовольствия, о том, как замели председателя, пальцем выманил из кухни Тимофея Кондратьевича в переднюю, что-то ему сказал и вместе с ним пропал",310
"Глава 10Вести из ЯлтыВ то время, как случилось несчастье с Никанором Ивановичем, недалеко от дома N 302-бис, на той же Садовой, в кабинете финансового директора Варьете Римского находились двое: сам Римский и администратор Варьете Варенуха",239
"Большой кабинет на втором этаже театра двумя окнами выходил на Садовую, а одним, как раз за спиною финдиректора, сидевшего за письменным столом, в летний сад Варьете, где помещались прохладительные буфеты, тир и открытая эстрада",228
"Убранство кабинета, помимо письменного стола, заключалось в пачке старых афиш, висевших на стене, маленьком столике с графином воды, четырех креслах и в подставке в углу, на которой стоял запыленный давний макет какого-то обозрения",231
"Ну, само собой разумеется, что, кроме того, была в кабинете небольших размеров потасканная, облупленная несгораемая касса, по левую руку Римского, рядом с письменным столом",172
"Сидящий за столом Римский с самого утра находился в дурном расположении духа, а Варенуха, в противоположность ему, был очень оживлен и как-то особенно беспокойно деятелен",170
Между тем выхода его энергии не было,36
"Варенуха прятался сейчас в кабинете у финдиректора от контрамарочников, которые отравляли ему жизнь, в особенности в дни перемены программы",139
А сегодня как раз и был такой день,34
"Лишь только начинал звенеть телефон, Варенуха брал трубку и лгал в нее: Кого",76
Варенуху,8
Его нету,8
Вышел из театра,15
" Позвони ты, пожалуйста, Лиходееву еще раз,  раздраженно сказал Римский",71
 Да нету его дома,17
Я уже Карпова посылал,21
Никого нету в квартире,22
" Черт знает что такое,  шипел Римский, щелкая на счетной машинке",64
"Дверь открылась, и капельдинер втащил толстую пачку только что напечатанных дополнительных афиш",95
"На зеленых листах крупными красными буквами было написано:Сегодня и ежедневно в театре Варьетесверх программы:Профессор ВоландСеансы черной магии с полным ее разоблачениемВаренуха, отойдя от афиши, наброшенной им на макет, полюбовался на нее и приказал капельдинеру немедленно пустить все экземпляры в расклейку",311
" Хорошо, броско,  заметил Варенуха по уходе капельдинера",56
" А мне до крайности не нравится вся эта затея,  злобно поглядывая на афишу сквозь роговые очки, ворчал Римский,  и вообще я удивляюсь, как ему разрешили это поставить",166
" Нет, Григорий Данилович, не скажи, это очень тонкий шаг",56
Тут вся соль в разоблачении,27
" Не знаю, не знаю, никакой тут соли нет, и всегда он придумает что-нибудь такое",79
Хоть бы показал этого мага,26
Ты-то его видел,15
"Откуда он его выкопал, черт его знает",37
"Выяснилось, что Варенуха, так же как и Римский, не видел мага",61
"Вчера Степа («как сумасшедший», по выражению Римского) прибежал к финдиректору с написанным уже черновиком договора, тут же велел его переписать и выдать деньги",160
"И маг этот смылся, и никто его не видел, кроме самого Степы",59
"Римский вынул часы, увидел, что они показывают уже пять минут третьего, и совершенно остервенился",97
В самом деле,12
"Лиходеев звонил примерно в одиннадцать часов, сказал, что придет примерно через полчаса, и не только не пришел, но и из квартиры исчез",134
 У меня же дело стоит,21
" уже рычал Римский, тыча пальцем в груду неподписанных бумаг",60
" Уж не попал ли он, как Берлиоз, под трамвай",44
" говорил Варенуха, держа у уха трубку, в которой слышались густые, продолжительные и совершенно безнадежные сигналы",115
 А хорошо было ,15
.,1
 чуть слышно сквозь зубы сказал Римский,39
"В этот самый момент в кабинет вошла женщина в форменной куртке, в фуражке, в черной юбке и в тапочках",101
Из маленькой сумки на поясе женщина вынула беленький квадратик и тетрадь и спросила: Где тут Варенуха,101
Сверхмолния вам,15
Распишитесь,11
"Варенуха чиркнул какую-то закорючку в тетради у женщины, и лишь только дверь за той захлопнулась, вскрыл квадратик",114
"Прочитав телеграмму, он поморгал глазами и передал квадратик Римскому",69
В телеграмме было напечатано следующее: «Ялты Москву Варьете сегодня половину двенадцатого угрозыск явился шатен ночной сорочке брюках без сапог психический назвался Лиходеевым директором Варьете молнируйте Ялтинский розыск где директор Лиходеев»,246
" Здравствуйте, я ваша тетя",26
 воскликнул Римский и добавил:  Еще сюрприз,43
" Лжедмитрий,  сказал Варенуха и заговорил в трубку телефона:  Телеграф",70
Счет Варьете,12
Примите ,8
.,1
Вы слушаете,11
"«Ялта, ",7
.,1
Лиходеев Москве финдиректор Римский»..,38
"Независимо от сообщения о Ялтинском самозванце, Варенуха опять принялся по телефону разыскивать Степу где попало и, натурально, нигде его не нашел",146
"Как раз тогда, когда Варенуха, держа в руках трубку, раздумывал о том, куда бы ему еще позвонить, вошла та самая женщина, что принесла и первую молнию, и вручила Варенухе новый конвертик",186
"Торопливо вскрыв его, Варенуха прочитал напечатанное и свистнул",63
